---------------------
Round 0
---------------------
Training Points - 4000
Test Accuracy - 87.74
Training
Epoch:2- training accuracy:0.1645- training loss:tensor(2.3126, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.971875- training loss:tensor(0.0307, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.9735- training loss:tensor(0.0463, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.972125- training loss:tensor(0.0475, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.972625- training loss:tensor(0.0488, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.9755- training loss:tensor(0.1157, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.9795- training loss:tensor(0.0537, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.972625- training loss:tensor(0.0450, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.974375- training loss:tensor(0.0815, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.9815- training loss:tensor(0.0315, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.981- training loss:tensor(0.1326, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.985875- training loss:tensor(0.0599, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.985- training loss:tensor(0.0626, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.9875- training loss:tensor(0.0415, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.984875- training loss:tensor(0.0515, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.98525- training loss:tensor(0.0306, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:58- training accuracy:0.986375- training loss:tensor(0.0367, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:59- training accuracy:0.986- training loss:tensor(0.0989, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:60- training accuracy:0.988- training loss:tensor(0.0279, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:61- training accuracy:0.987- training loss:tensor(0.0058, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:62- training accuracy:0.987875- training loss:tensor(0.0271, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:63- training accuracy:0.988625- training loss:tensor(0.0245, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:64- training accuracy:0.99125- training loss:tensor(0.0168, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 2
---------------------
Training Points - 12000
Test Accuracy - 92.17
Selection Time - 0.0015082359313964844
Trainining Time - 317.02508091926575
Training
Epoch:2- training accuracy:0.27091666666666664- training loss:tensor(1.1406, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.6500833333333333- training loss:tensor(0.6222, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.7900833333333334- training loss:tensor(0.5279, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.8329166666666666- training loss:tensor(0.9129, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.8578333333333333- training loss:tensor(0.2442, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.8695- training loss:tensor(0.6436, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.8839166666666667- training loss:tensor(0.4824, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.8896666666666667- training loss:tensor(0.1379, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.8995833333333333- training loss:tensor(0.4800, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.90375- training loss:tensor(0.1716, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.9089166666666667- training loss:tensor(0.1251, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.9148333333333334- training loss:tensor(0.2728, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.9155- training loss:tensor(0.2791, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.92225- training loss:tensor(0.5056, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.9205- training loss:tensor(0.2194, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.9274166666666667- training loss:tensor(0.2800, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.9300833333333334- training loss:tensor(0.2679, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.93075- training loss:tensor(0.2998, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.9393333333333334- training loss:tensor(0.2663, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.94175- training loss:tensor(0.4063, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.9393333333333334- training loss:tensor(0.1410, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.945- training loss:tensor(0.1640, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.9488333333333333- training loss:tensor(0.1208, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.9469166666666666- training loss:tensor(0.2506, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.9496666666666667- training loss:tensor(0.1547, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.9528333333333333- training loss:tensor(0.1580, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.9558333333333333- training loss:tensor(0.1267, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.9536666666666667- training loss:tensor(0.3592, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.9535- training loss:tensor(0.0188, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.9589166666666666- training loss:tensor(0.2173, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.95675- training loss:tensor(0.3412, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.9613333333333334- training loss:tensor(0.0981, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.9643333333333334- training loss:tensor(0.0723, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.9654166666666667- training loss:tensor(0.0815, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.9658333333333333- training loss:tensor(0.0391, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.9658333333333333- training loss:tensor(0.1319, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.97- training loss:tensor(0.1606, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.96925- training loss:tensor(0.3955, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.9690833333333333- training loss:tensor(0.0922, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.9690833333333333- training loss:tensor(0.0122, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.9710833333333333- training loss:tensor(0.0604, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.9728333333333333- training loss:tensor(0.2823, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.975- training loss:tensor(0.0559, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.97475- training loss:tensor(0.3193, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.975- training loss:tensor(0.2548, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.9768333333333333- training loss:tensor(0.1680, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.9750833333333333- training loss:tensor(0.0839, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.9769166666666667- training loss:tensor(0.0849, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.9808333333333333- training loss:tensor(0.1026, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.9823333333333333- training loss:tensor(0.0700, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.9815- training loss:tensor(0.1947, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.9835- training loss:tensor(0.1373, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.9831666666666666- training loss:tensor(0.0294, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.9830833333333333- training loss:tensor(0.0115, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.9839166666666667- training loss:tensor(0.0833, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.9901666666666666- training loss:tensor(0.0288, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 2
---------------------
Training Points - 12000
Test Accuracy - 92.09
Selection Time - 0.0019555091857910156
Trainining Time - 336.12119793891907
Training
Epoch:2- training accuracy:0.29633333333333334- training loss:tensor(1.2145, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.6449166666666667- training loss:tensor(0.6619, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.7909166666666667- training loss:tensor(0.5096, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.8290833333333333- training loss:tensor(0.6237, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.8545833333333334- training loss:tensor(0.3473, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.8701666666666666- training loss:tensor(0.1368, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.87875- training loss:tensor(0.6092, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.8865- training loss:tensor(0.1769, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.89525- training loss:tensor(0.2836, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.90525- training loss:tensor(0.3264, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.9021666666666667- training loss:tensor(0.4760, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.9099166666666667- training loss:tensor(0.4767, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.9171666666666667- training loss:tensor(0.3865, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.91575- training loss:tensor(0.3868, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.9225- training loss:tensor(0.2696, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.923- training loss:tensor(0.0309, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.9248333333333333- training loss:tensor(0.1385, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.93225- training loss:tensor(0.5527, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.9330833333333334- training loss:tensor(0.1969, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.94175- training loss:tensor(0.3786, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.9396666666666667- training loss:tensor(0.3792, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.9415- training loss:tensor(0.2601, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.9430833333333334- training loss:tensor(0.1198, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.9455833333333333- training loss:tensor(0.0921, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.9486666666666667- training loss:tensor(0.2215, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.9498333333333333- training loss:tensor(0.2505, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.9485- training loss:tensor(0.1801, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.9526666666666667- training loss:tensor(0.0109, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.9549166666666666- training loss:tensor(0.1068, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.9555833333333333- training loss:tensor(0.4735, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.9529166666666666- training loss:tensor(0.1185, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.9550833333333333- training loss:tensor(0.0702, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.9594166666666667- training loss:tensor(0.1061, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.9635- training loss:tensor(0.0226, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.9631666666666666- training loss:tensor(0.0758, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.9645833333333333- training loss:tensor(0.2877, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.96475- training loss:tensor(0.1598, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.96875- training loss:tensor(0.0212, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.9685833333333334- training loss:tensor(0.0183, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.9701666666666666- training loss:tensor(0.0997, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.9713333333333334- training loss:tensor(0.2324, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.9719166666666667- training loss:tensor(0.0951, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.9748333333333333- training loss:tensor(0.0333, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.976- training loss:tensor(0.0987, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.9760833333333333- training loss:tensor(0.0304, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.9730833333333333- training loss:tensor(0.0377, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.9744166666666667- training loss:tensor(0.2646, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.9740833333333333- training loss:tensor(0.0966, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.97625- training loss:tensor(0.0187, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.9811666666666666- training loss:tensor(0.0274, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.9835- training loss:tensor(0.0066, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.98075- training loss:tensor(0.0887, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.9818333333333333- training loss:tensor(0.0430, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.9839166666666667- training loss:tensor(0.0698, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.9805833333333334- training loss:tensor(0.0137, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.9864166666666667- training loss:tensor(0.1412, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:58- training accuracy:0.9859166666666667- training loss:tensor(0.0125, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:59- training accuracy:0.98825- training loss:tensor(0.0071, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:60- training accuracy:0.98575- training loss:tensor(0.0192, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:61- training accuracy:0.9901666666666666- training loss:tensor(0.0879, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 2
---------------------
Training Points - 12000
Test Accuracy - 92.59
Selection Time - 0.0014853477478027344
Trainining Time - 332.12720370292664
Training
Epoch:2- training accuracy:0.2225- training loss:tensor(1.8893, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.5490833333333334- training loss:tensor(0.9105, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.7689166666666667- training loss:tensor(0.7199, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.82075- training loss:tensor(0.4742, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.8474166666666667- training loss:tensor(0.4111, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.867- training loss:tensor(0.6006, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.8805833333333334- training loss:tensor(0.3634, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.8860833333333333- training loss:tensor(0.3209, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.8954166666666666- training loss:tensor(0.2042, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.89575- training loss:tensor(0.3141, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.9028333333333334- training loss:tensor(0.2842, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.9103333333333333- training loss:tensor(0.1011, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.9118333333333334- training loss:tensor(0.3778, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.91725- training loss:tensor(0.3843, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.9226666666666666- training loss:tensor(0.1682, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.92725- training loss:tensor(0.5082, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.9263333333333333- training loss:tensor(0.3793, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.9299166666666666- training loss:tensor(0.1016, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.9353333333333333- training loss:tensor(0.1514, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.93525- training loss:tensor(0.3228, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.9385833333333333- training loss:tensor(0.1134, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.9429166666666666- training loss:tensor(0.2049, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.9385833333333333- training loss:tensor(0.2928, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.9439166666666666- training loss:tensor(0.1997, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.9464166666666667- training loss:tensor(0.0805, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.94975- training loss:tensor(0.0994, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.9500833333333333- training loss:tensor(0.0505, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.9505- training loss:tensor(0.0382, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.9498333333333333- training loss:tensor(0.1576, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.9558333333333333- training loss:tensor(0.1551, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.9550833333333333- training loss:tensor(0.1366, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.95675- training loss:tensor(0.4041, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:34- training accuracy:0.9593333333333334- training loss:tensor(0.1801, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:35- training accuracy:0.9629166666666666- training loss:tensor(0.0782, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:36- training accuracy:0.9653333333333334- training loss:tensor(0.2683, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:37- training accuracy:0.9641666666666666- training loss:tensor(0.0804, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:38- training accuracy:0.9646666666666667- training loss:tensor(0.0864, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:39- training accuracy:0.9681666666666666- training loss:tensor(0.1293, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:40- training accuracy:0.9690833333333333- training loss:tensor(0.0863, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:41- training accuracy:0.9696666666666667- training loss:tensor(0.1007, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:42- training accuracy:0.9674166666666667- training loss:tensor(0.0249, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:43- training accuracy:0.9730833333333333- training loss:tensor(0.4373, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:44- training accuracy:0.9706666666666667- training loss:tensor(0.0307, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:45- training accuracy:0.975- training loss:tensor(0.0224, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:46- training accuracy:0.97475- training loss:tensor(0.0581, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:47- training accuracy:0.9764166666666667- training loss:tensor(0.1294, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:48- training accuracy:0.9750833333333333- training loss:tensor(0.0364, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:49- training accuracy:0.9771666666666666- training loss:tensor(0.0661, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:50- training accuracy:0.9789166666666667- training loss:tensor(0.0487, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:51- training accuracy:0.97875- training loss:tensor(0.1527, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:52- training accuracy:0.9835833333333334- training loss:tensor(0.0064, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:53- training accuracy:0.98175- training loss:tensor(0.0477, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:54- training accuracy:0.9831666666666666- training loss:tensor(0.0771, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:55- training accuracy:0.982- training loss:tensor(0.0030, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:56- training accuracy:0.9829166666666667- training loss:tensor(0.0456, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:57- training accuracy:0.985- training loss:tensor(0.1483, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:58- training accuracy:0.9824166666666667- training loss:tensor(0.0167, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:59- training accuracy:0.9854166666666667- training loss:tensor(0.0104, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:60- training accuracy:0.99025- training loss:tensor(0.0162, device='cuda:0', grad_fn=<NllLossBackward0>)
---------------------
Round 2
---------------------
Training Points - 12000
Test Accuracy - 91.6
Selection Time - 0.001512289047241211
Trainining Time - 343.1668789386749
Training
Epoch:2- training accuracy:0.28933333333333333- training loss:tensor(1.3189, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:3- training accuracy:0.6458333333333334- training loss:tensor(1.1158, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:4- training accuracy:0.7814166666666666- training loss:tensor(0.5596, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:5- training accuracy:0.8276666666666667- training loss:tensor(0.4473, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:6- training accuracy:0.8531666666666666- training loss:tensor(0.4139, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:7- training accuracy:0.8656666666666667- training loss:tensor(0.5071, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:8- training accuracy:0.8805- training loss:tensor(0.5930, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:9- training accuracy:0.8885833333333333- training loss:tensor(0.2473, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:10- training accuracy:0.8926666666666667- training loss:tensor(0.5173, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:11- training accuracy:0.8985833333333333- training loss:tensor(0.3585, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:12- training accuracy:0.9039166666666667- training loss:tensor(0.1055, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:13- training accuracy:0.91225- training loss:tensor(0.2524, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:14- training accuracy:0.9164166666666667- training loss:tensor(0.1159, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:15- training accuracy:0.92- training loss:tensor(0.4981, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:16- training accuracy:0.9243333333333333- training loss:tensor(0.1249, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:17- training accuracy:0.9244166666666667- training loss:tensor(0.6372, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:18- training accuracy:0.9255- training loss:tensor(0.1662, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:19- training accuracy:0.9291666666666667- training loss:tensor(0.3874, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:20- training accuracy:0.93475- training loss:tensor(0.1892, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:21- training accuracy:0.9354166666666667- training loss:tensor(0.1985, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:22- training accuracy:0.9369166666666666- training loss:tensor(0.3597, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:23- training accuracy:0.9424166666666667- training loss:tensor(0.1095, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:24- training accuracy:0.94675- training loss:tensor(0.2296, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:25- training accuracy:0.947- training loss:tensor(0.1289, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:26- training accuracy:0.9461666666666667- training loss:tensor(0.1341, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:27- training accuracy:0.9505- training loss:tensor(0.1244, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:28- training accuracy:0.95325- training loss:tensor(0.3954, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:29- training accuracy:0.952- training loss:tensor(0.2165, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:30- training accuracy:0.9538333333333333- training loss:tensor(0.1102, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:31- training accuracy:0.95625- training loss:tensor(0.2335, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:32- training accuracy:0.9561666666666667- training loss:tensor(0.0525, device='cuda:0', grad_fn=<NllLossBackward0>)
Epoch:33- training accuracy:0.9591666666666666- training loss:tensor(0.1352, device='cuda:0', grad_fn=<NllLossBackward0>)
